Rk	Team	Conf	G	Rec	AdjOE	AdjDE	Barthag	EFG%	EFGD%	TOR	TORD	ORB	DRB	FTR	FTRD	2P%	2P%D	3P%	3P%D	3PR	3PRD	Adj T.	WAB
1	Michigan
   2 seed, Sweet Sixteen	B10	4	2–2
0–1	118.7
28	82.9
6	.9841
1	52.3
113	44.7
44	9.8
5	16.1
203	17.3
306	27.0
143	13.9
329	33.6
179	52.2
108	48.6
143	35.0
158	24.7
18	43.5
86	33.6
73	63.5
295	+0.7
25
2	North Carolina
   1 seed, Sweet Sixteen	ACC	3	2–1
1–0	118.4
31	85.4
11	.9771
2	47.4
228	46.6
76	12.0
26	15.6
216	30.2
121	24.8
97	23.1
284	18.6
18	49.3
169	50.9
193	29.5
244	27.3
31	36.8
194	43.1
258	71.9
41	+1.2
8
3	Michigan St.
   2 seed, Final Four	B10	4	4–0
1–0	125.3
9	91.2
32	.9746
3	52.9
95	46.8
82	18.5
217	12.0
309	30.8
112	15.6
11	39.6
58	16.3
9	50.8
132	45.4
73	37.3
108	32.6
122	40.1
136	39.5
180	67.9
154	+2.8
2
4	Saint Mary's
   11 seed, R64	WCC	2	2–0
0–0	112.9
61	83.8
8	.9685
4	53.5
86	46.0
60	18.7
226	17.9
127	21.8
270	16.1
12	26.0
244	24.2
58	53.3
77	54.2
262	36.0
138	22.5
9	25.0
321	40.4
201	60.5
324	+1.2
9
5	Kentucky
   2 seed, Elite Eight	SEC	3	2–1
1–0	124.0
11	92.9
47	.9651
5	52.2
117	46.1
64	17.3
172	12.1
308	37.0
29	24.8
97	41.0
49	33.1
168	49.2
172	44.0
51	42.4
28	33.3
133	20.5
332	34.3
87	64.7
261	+0.7
28
6	Virginia Tech
   4 seed, Sweet Sixteen	ACC	3	2–1
1–0	119.9
21	91.2
31	.9587
6	56.1
41	47.1
87	13.8
55	16.9
168	20.8
278	25.5
110	19.2
311	22.7
43	53.0
85	50.6
183	40.3
49	29.2
64	41.9
112	51.7
323	63.0
307	+0.34
44
7	Duke
   1 seed, Elite Eight	ACC	4	3–1
0–1	116.5
36	88.7
17	.9581
7	49.8
173	46.0
60	19.0
235	16.2
197	32.7
77	30.7
215	32.0
154	25.2
68	57.0
32	43.6
45	24.7
300	33.3
133	36.0
209	37.8
140	69.4
105	+2.0
4
8	Houston
   3 seed, Sweet Sixteen	Amer	5	4–1
2–0	118.3
32	90.4
27	.9566
8	50.3
158	40.9
9	15.3
97	17.4
144	39.4
10	31.4
229	28.4
210	49.6
314	46.8
219	40.7
15	37.0
114	27.4
33	40.1
136	39.6
183	67.4
169	+1.5
6
9	Longwood	BSth	1	1–0
0–0	139.4
1	107.1
211	.9538
9	68.4
1	50.9
179	12.5
32	11.0
321	25.0
213	18.2
21	22.8
288	37.7
228	52.2
108	50.0
164	52.9
1	34.5
169	59.6
3	54.7
330	67.2
181	+0.00
77
10	Oregon
   12 seed, Sweet Sixteen	P12	6	6–0
2–0	107.9
124	83.4
7	.9510
10	52.8
99	40.5
6	18.3
210	23.4
21	32.3
86	29.0
188	28.9
200	34.6
194	52.6
95	44.9
66	35.5
147	23.1
12	36.6
196	42.9
253	63.7
289	+2.2
3
11	Louisville
   7 seed, R64	ACC	3	1–2
0–1	119.2
26	92.1
41	.9509
11	48.1
208	43.4
25	13.6
51	8.0
331	30.7
114	27.4
152	21.3
301	31.7
155	48.0
193	43.0
38	32.2
205	29.3
67	47.9
43	39.7
188	67.9
154	+0.07
67
12	South Carolina	SEC	2	1–1
1–0	107.0
143	82.7
5	.9504
12	46.1
252	45.5
56	20.8
267	24.6
13	34.2
58	23.4
72	48.5
22	59.6
330	40.3
302	45.5
74	36.6
124	30.4
85	39.8
141	62.9
332	64.3
278	-0.08
85
13	Mississippi St.
   5 seed, R64	SEC	3	2–1
1–0	128.0
5	99.4
108	.9483
13	60.1
13	51.1
191	18.7
226	15.2
228	37.4
21	30.8
219	24.6
260	33.1
168	56.6
37	48.8
147	42.9
25	38.0
240	45.9
57	28.6
23	67.9
154	+0.33
45
14	Kansas St.
   4 seed, R64	B12	3	2–1
1–0	109.5
96	85.2
9	.9476
14	47.3
232	47.7
98	11.9
23	24.3
16	27.8
165	28.7
182	22.4
291	25.2
68	48.0
193	50.5
180	30.9
227	28.6
55	44.3
71	36.1
112	63.8
287	+0.6
32
15	Auburn
   5 seed, Final Four	SEC	5	5–0
1–0	129.6
2	100.8
128	.9471
15	56.0
43	57.4
297	12.3
30	25.6
8	27.7
169	33.8
262	31.9
157	29.3
117	53.2
80	52.6
231	38.6
82	42.1
294	60.6
2	45.8
290	64.4
273	+2.9
1
16	Florida St.
   4 seed, Sweet Sixteen	ACC	4	3–1
1–0	111.0
78	86.5
13	.9464
16	48.6
197	43.0
