Rk	Team	Conf	G	Rec	AdjOE	AdjDE	Barthag	EFG%	EFGD%	TOR	TORD	ORB	DRB	FTR	FTRD	2P%	2P%D	3P%	3P%D	3PR	3PRD	Adj T.	WAB
1	Kentucky
   1 seed, Final Four	SEC	34	34–0
18–0	119.0
7	83.5
2	.9834
1	51.8
67	39.7
1	16.4
33	21.8
28	40.4
5	31.6
198	43.8
34	31.6
58	51.5
47	39.1
2	35.0
131	27.4
2	28.1
308	31.0
80	63.5
254	+13.0
1
2	Wisconsin
   1 seed, Finals	B10	34	31–3
16–2	126.4
1	92.1
20	.9743
2	54.6
18	46.7
75	12.4
1	16.7
303	31.9
129	23.7
3	35.6
214	21.1
1	55.1
8	44.0
45	35.7
102	36.0
256	37.0
97	26.7
9	59.3
344	+11.3
2
3	Virginia
   2 seed, R32	ACC	32	29–3
16–2	113.2
25	83.3
1	.9714
3	51.2
80	41.7
2	16.1
24	18.1
231	34.0
79	24.3
5	34.2
249	27.9
17	50.1
82	39.5
3	36.1
86	30.3
18	27.3
319	36.5
252	58.3
349	+9.9
5
4	Duke
   1 seed, CHAMPS	ACC	33	29–4
15–3	124.6
2	93.1
32	.9663
4	56.9
4	47.4
98	16.8
45	18.7
192	37.4
16	30.1
123	40.2
88	24.9
6	56.3
3	47.1
140	38.6
26	32.0
64	34.5
166	27.7
14	66.8
80	+10.6
4
5	Arizona
   2 seed, Elite Eight	P12	34	31–3
16–2	115.5
13	86.5
3	.9654
5	53.6
29	44.3
16	16.7
43	21.1
57	34.1
72	22.3
1	47.1
8	36.3
164	53.4
18	42.0
10	36.0
90	32.8
88	25.8
336	31.4
90	66.9
72	+8.9
6
6	Villanova
   1 seed, R32	BE	34	32–2
16–2	120.7
4	91.4
14	.9608
6	55.3
15	45.5
40	16.6
38	21.7
31	32.7
110	31.1
169	42.4
46	30.3
38	53.1
21	45.2
74	38.9
20	30.8
26	43.0
21	32.5
121	64.8
180	+11.2
3
7	Gonzaga
   2 seed, Elite Eight	WCC	33	31–2
17–1	120.4
5	92.9
31	.9518
7	58.4
2	43.6
9	16.3
31	17.6
264	33.9
85	28.6
67	39.1
118	31.6
58	57.1
2	41.4
7	40.8
5	32.3
70	32.1
233	30.5
66	65.1
157	+7.9
9
8	Utah
   5 seed, Sweet Sixteen	P12	31	23–8
13–5	115.1
14	88.9
7	.9515
8	55.6
13	42.7
5	17.8
83	18.3
221	31.3
157	28.1
49	42.8
39	34.5
129	52.8
31	40.9
4	40.2
8	31.6
46	37.8
80	28.3
19	61.5
318	+3.7
20
9	North Carolina
   4 seed, Sweet Sixteen	ACC	35	24–11
11–7	118.4
9	91.7
17	.9496
9	51.4
76	45.3
35	18.2
108	17.8
253	39.9
6	30.5
139	34.7
237	37.6
193	51.3
51	45.7
91	34.5
159	29.8
8	22.6
350	37.1
264	70.2
11	+6.4
12
10	Oklahoma
   3 seed, Sweet Sixteen	B12	32	22–10
12–6	110.0
50	87.3
6	.9348
10	49.4
146	43.7
11	17.7
79	20.2
103	30.9
171	31.5
190	32.7
283	28.9
24	48.4
140	42.4
18	34.3
170	30.9
28	33.6
186	33.7
153	68.1
32	+4.2
17
11	Baylor
   3 seed, R64	B12	32	23–9
11–7	115.8
12	92.8
27	.9274
11	49.8
125	45.8
51	19.6
205	19.6
138	41.8
2	31.7
205	38.8
120	32.4
74	46.0
247	46.5
117	38.2
31	29.8
8	33.2
201	35.9
231	62.2
300	+4.8
15
12	Notre Dame
   3 seed, Elite Eight	ACC	34	29–5
14–4	124.4
3	99.8
122	.9260
12	58.6
1	48.1
128	14.4
3	17.4
272	28.1
275	31.6
198	37.1
170	23.3
2	58.4
1	47.4
156	39.2
17	32.9
93	38.6
63	32.6
126	64.1
213	+8.4
8
13	Louisville
   4 seed, Elite Eight	ACC	32	24–8
12–6	107.9
68	86.6
4	.9258
13	47.8
224	43.4
8	17.8
83	21.8
28	35.1
46	30.9
162	38.8
120	34.7
133	48.9
116	43.3
30	30.4
313	29.3
5	32.6
220	31.4
90	66.0
117	+5.7
13
14	Kansas
   2 seed, R32	B12	34	26–8
13–5	113.3
24	91.0
11	.9252
14	49.3
159	44.4
18	19.1
171	17.5
268	34.9
52	31.8
210	43.0
38	33.6
102	46.5
230	43.5
33	37.5
51	30.9
28	28.3
304	31.9
99	67.3
60	+8.7
7
15	Wichita St.
   7 seed, Sweet Sixteen	MVC	31	27–4
17–1	114.1
18	91.7
16	.9251
15	50.7
95	45.2
31	15.2
7	21.6
32	34.8
54	27.0
31	35.4
221	36.8
181	48.9
116	42.5
19	35.9
94	34.4
184	35.3
146	29.7
46	62.2
300	+4.4
16
16	Michigan St.
   7 seed, Final Four	B10	34	23–11
12–6	114.8
16	92.6
24	.9223
16	53.8
27	45.7
48	17.9
90	17.0
290	34.6
60	26.0
17	31.9
302	37.7
197	51.6
46	44.1
50	38.6
26	32.3
70	34.7
161	35.3
205	64.1
213	+3.0
26
17	Northern Iowa
   5 seed, R32	MVC	33	30–3
16–2	114.0
19	92.2
21	.9206
17	56.2
8	45.1
29	18.0
96	19.3
150	26.9
299	26.9
28	40.2
88	26.7
8	53.9
12	43.8
40	39.7
10	31.6
46	40.0
45	38.1
294	58.5
348	+5.6
14
18	Ohio St.
   10 seed, R32	B10	33	23–10
11–7	114.2
17	92.8
29	.9152
18	54.5
21	46.6
72	17.0
50	22.1
22	34.1
72	31.4
185	34.8
234	27.4
13	53.9
12	45.8
97	37.2
58	31.8
57	32.1
233	37.9
290	66.6
88	+2.4
28
19	Iowa St.
   3 seed, R64	B12	33	25–8
12–6	118.1
10	96.7
65	.9086
19	54.7
16	47.9
116	15.8
16	18.5
207	28.5
264	29.2
83	37.4
158	24.3
4	54.7
10	45.4
83	36.6
73	35.2
220	36.8
103	34.6
183	69.9
14	+6.8
11
20	Iowa
   7 seed, R32	B10	32	21–11
12–6	113.1
26	92.6
25	.9085
20	47.8
224	45.1
29	17.4
68	19.3
150	35.8
33	30.5
139	39.6
107	29.2
27	46.9
209	43.1
26	33.2
217	32.4
73	30.7
259	36.5
252	64.6
189	+2.0
30
21	Texas
   11 seed, R64	B12	33	20–13
8–10	110.6
42	91.4
15	.8999
21	49.4
146	42.2
4	20.0
234	14.2
349	38.0
11	29.0
76	36.9
174	34.2
125	48.6
129	37.8
1	33.9
188	34.8
197	34.0
173	30.9
78	62.9
274	+0.8
41
22	Butler
   6 seed, R32	BE	32	22–10
12–6	108.5
64	89.7
8	.8998
22	49.1
169	46.9
83	17.4
68	19.3
150	35.5
38	24.9
7	40.5
80	33.3
97	47.2
195	47.3
151	35.8
99	30.6
22	29.0
293	33.9
161	64.1
213	+3.4
23
23	Georgetown
   4 seed, R32	BE	31	21–10
12–6	111.5
36	93.2
34	.8872
23	50.9
88	46.6
72	19.2
178	20.6
77	34.3
68	31.3
177	44.1
29	43.9
302	50.4
72	42.7
20	34.7
148	35.9
253	31.6
240	35.1
198	64.7
183	+3.6
21
24	Xavier
   6 seed, Sweet Sixteen	BE	34	21–13
9–9	115.0
15	96.2
63	.8861
24	53.0
40	50.2
218	18.0
96	19.2
158	31.3
157	27.1
34	38.1
134	34.4
127	53.4
18	48.9
212	34.9
138	35.0
207	32.8
216	37.2
270	66.0
117	+1.3
36
25	West Virginia
   5 seed, Sweet Sixteen	B12	32	23–9
11–7	110.5
45	92.9
30	.8803
25	46.6
274	52.6
301	18.7
139	28.2
1	40.9
4	31.1
169	40.4
82	55.9
351	45.9
253	51.6
304	31.9
273	36.5
274	33.8
180	31.8
95	69.1
21	+3.9
18
Rk	Team	Conf	G	Rec	AdjOE	AdjDE	Barthag	Efg%	EfgD%	TOR	TORD	ORB	DRB	FTR	FTRD	2P%	2P%D	3P%	3P%D	3PR	3PRD	Adj T.	WAB
26	Providence
   6 seed, R64	BE	33	22–11
11–7	111.8
34	94.0
44	.8796
26	48.6
195	48.1
128	17.9
90	19.7
133	35.3
40	29.5
98	41.6
62	38.5
211	49.4
97	47.0
136	31.0
304	33.3
117	28.4
301	35.8
228	65.8
126	+3.6
22
27	Florida	SEC	33	16–17
8–10	106.2
91	89.7
9	.8745
27	49.6
140	46.0
55	19.6
205	21.6
32	31.7
140	29.1
80	31.4
311	37.8
200	50.3
74	44.6
61	32.4
250	32.8
88	38.2
71	31.5
92	62.7
283	-3.0
84
28	San Diego St.
   8 seed, R32	MWC	33	25–8
14–4	102.5
165	86.9
5	.8697
28	46.7
269	42.7
5	18.6
131	21.5
37	35.9
31	30.2
125	36.2
193	26.7
8	46.1
242	41.2
5	32.1
261	30.6
22	30.5
266	32.3
112	61.2
324	+1.5
33
29	SMU
   6 seed, R64	Amer	32	26–6
15–3	111.2
39	94.5
47	.8665
29	52.4
47	45.5
40	19.7
213	20.0
116	36.9
22	29.3
91	44.1
29	31.2
48	51.9
37	43.1
26	36.0
90	32.2
68	22.9
349	45.7
351	63.7
243	+3.3
24
30	BYU
   11 seed, R68	WCC	33	23–10
13–5	118.1
11	100.8
142	.8608
30	53.2
36	49.6
189	16.4
33	17.7
260	33.4
101	28.4
60	42.5
44	39.2
224	50.2
80	49.6
239	39.0
19	33.1
104	36.6
106	32.3
112	70.9
6	+0.9
38
31	Maryland
   4 seed, R32	B10	33	27–6
14–4	109.9
52	93.9
40	.8595
31	50.9
88	45.4
39	18.4
121	17.3
275	29.2
239	30.4
130	44.5
27	27.9
17	47.8
163	44.6
61	37.2
58	31.2
34	38.2
71	37.4
277	64.6
189	+6.8
10
32	St. John's
   9 seed, R64	BE	31	20–11
10–8	109.6
54	93.8
39	.8575
32	49.3
159	46.1
60	15.7
11	19.5
142	27.8
279	35.4
331	36.2
193	32.6
78	47.9
160	44.8
69	35.1
126	32.4
73	30.5
266	35.4
213	66.9
72	+2.2
29
33	Arkansas
   5 seed, R32	SEC	34	26–8
13–5	113.3
22	97.0
71	.8569
33	50.2
108	48.6
150	16.6
38	22.6
19	35.6
37	34.2
307	37.3
162	38.5
211	49.1
107	46.6
121	35.0
131	35.3
222	31.1
253	31.3
85	70.1
12	+3.8
19
34	Davidson
   10 seed, R64	A10	30	23–7
14–4	119.3
6	102.4
171	.8535
34	56.0
11	49.1
167	14.3
2	17.3
275	29.8
211	30.1
123	29.0
339	35.4
144	53.5
17	51.3
296	39.3
16	29.8
8	45.7
9	33.1
139	67.3
60	+1.8
31
35	Purdue
   9 seed, R64	B10	33	21–12
12–6	110.1
47	94.5
49	.8530
35	50.7
95	45.5
40	20.0
234	17.8
253	36.2
28	31.1
169	42.5
44	38.5
211	51.0
57	42.3
16	33.5
204	35.0
207	32.3
230	31.0
80	65.0
166	+0.9
40
36	N.C. State
   8 seed, Sweet Sixteen	ACC	33	20–13
10–8	113.3
23	97.3
81	.8520
36	49.6
140	45.5
40	16.2
27	15.4
340	34.1
72	30.5
139	36.1
200	34.1
117	47.4
185	43.6
36	36.1
86	33.2
113	32.4
227	31.3
85	64.9
175	+1.0
37
37	Syracuse	ACC	31	18–13
9–9	105.9
94	91.0
10	.8514
37	47.3
244	46.4
66	17.9
90	21.1
57	33.5
97	31.3
177	35.4
221	30.0
31	48.3
146	45.9
100	30.0
325	31.4
42	29.1
292	37.4
277	66.4
96	-0.38
53
38	VCU
   7 seed, R64	A10	35	26–9
12–6	109.0
59	93.9
43	.8466
38	48.8
186	49.3
179	15.7
11	23.8
9	31.7
140	30.8
155	37.5
155	37.7
197	47.2
195	48.1
179	34.2
175	34.4
184	39.9
46	35.3
205	67.4
59	+3.1
25
39	Georgia
   10 seed, R64	SEC	32	21–11
11–7	107.8
69	93.2
33	.8435
39	48.9
179	44.2
14	19.3
185	16.8
299	32.3
118	28.9
73	47.8
5	34.3
126	47.7
168	43.0
23	34.4
165	31.0
30	31.3
248	35.4
213	64.7
183	+1.5
32
40	Oklahoma St.
   9 seed, R64	B12	30	17–13
8–10	109.7
53	94.8
52	.8432
40	50.1
111	46.0
55	18.6
131	21.2
49	26.9
299	33.1
266	39.7
102	42.4
281	49.0
110	43.5
33	34.6
151	34.3
178	38.5
66	32.0
103	63.9
231	+0.05
48
41	Miami FL	ACC	34	22–12
10–8	112.3
31	97.1
76	.8416
41	51.0
85	48.6
150	16.0
20	18.0
239	29.0
247	29.7
110	35.2
225	27.9
17	48.5
135	47.3
151	36.4
79	34.0
162	40.6
39	33.7
153	62.7
283	+0.7
42
42	Cincinnati
   8 seed, R32	Amer	32	22–10
13–5	106.4
88	92.5
23	.8335
42	50.4
104	44.5
20	21.3
303	20.3
93	37.3
17	31.7
205	37.8
145	25.4
7	50.5
71	42.0
10	33.3
213	32.9
93	30.6
263	33.4
147	60.2
341	-1.2
65
43	Indiana
   10 seed, R64	B10	33	20–13
9–9	118.9
8	103.4
194	.8327
43	54.6
18	50.5
229	17.1
54	16.1
327	35.3
40	31.3
177	32.7
283	32.1
70	50.7
65	51.0
284	40.3
7	32.8
88	39.6
51	30.7
72	67.1
65	-0.37
52
44	LSU
   9 seed, R64	SEC	32	22–10
11–7	107.1
78	93.7
38	.8238
44	50.5
102	44.6
21	20.5
271	19.2
158	34.0
79	33.0
263	33.4
267	30.0
31	50.3
74	43.6
36	33.9
188	31.3
39	28.5
299	28.9
23	70.3
10	+0.45
45
45	Stanford	P12	33	20–13
9–9	112.0
32	98.1
103	.8211
