	
D-I Avg:	
103.7	
0.4963	Eff. FG%
49.2	Turnover%
17.8	Rebound%
30.8	FT Rate
36.2	2-Pt %
47.6	3-Pt %
34.9	3P Rate
34.2	
64.4	
Rk	Team	Conf	G	Rec	AdjOE	AdjDE	Barthag	EFG%	EFGD%	TOR	TORD	ORB	DRB	FTR	FTRD	2P%	2P%D	3P%	3P%D	3PR	3PRD	Adj T.	WAB
1	Duke
   1 seed, CHAMPS	ACC	4	3–1
2–0	130.9
3	87.4
7	.9905
1	57.6
24	48.4
135	15.1
74	20.9
62	37.8
41	32.0
192	29.9
240	27.6
66	58.3
15	47.8
167	37.5
106	33.3
116	34.6
155	27.6
49	62.7
213	+1.3
11
2	Villanova
   1 seed, R32	BE	4	4–0
1–0	130.1
4	88.4
10	.9884
2	60.5
9	43.4
34	14.6
57	21.3
57	33.1
103	34.5
243	31.4
213	25.8
46	59.5
12	45.5
114	41.1
51	26.3
30	48.0
18	34.4
167	62.8
209	+1.9
5
3	Arizona
   2 seed, Elite Eight	P12	5	5–0
2–0	121.5
17	85.6
6	.9825
3	56.3
33	43.0
26	14.0
39	19.8
86	31.7
139	20.3
21	44.8
65	28.6
74	54.6
37	39.0
15	40.5
56	36.8
205	27.6
269	24.9
22	67.3
76	+1.8
6
4	Notre Dame
   3 seed, Elite Eight	ACC	5	5–0
2–0	133.7
1	94.4
56	.9820
4	59.2
15	47.6
110	15.6
85	16.8
195	23.0
292	38.4
300	53.1
19	26.6
52	60.5
6	53.2
261	37.9
100	24.0
15	36.4
118	32.3
125	63.7
183	+3.3
1
5	Kentucky
   1 seed, Final Four	SEC	4	4–0
1–0	126.5
8	89.8
15	.9811
5	52.2
79	43.9
42	15.2
76	19.3
98	40.4
21	29.9
148	51.5
28	29.6
85	48.2
145	43.0
59	45.2
21	30.9
75	20.4
327	25.8
26	61.5
254	+1.8
7
6	Wisconsin
   1 seed, Finals	B10	5	5–0
2–0	133.0
2	94.4
55	.9810
6	57.1
28	48.1
125	12.0
14	15.1
257	34.0
88	26.1
76	22.8
308	14.8
4	53.6
51	44.9
103	41.7
45	37.8
223	39.1
77	27.4
45	57.1
327	+3.1
2
7	North Carolina
   4 seed, Sweet Sixteen	ACC	5	3–2
0–1	123.6
11	94.4
54	.9570
7	54.8
45	49.1
157	19.7
230	16.4
212	35.5
65	28.7
125	27.6
266	43.6
241	52.1
68	49.1
195	41.6
48	32.7
109	26.6
284	37.8
234	69.6
31	+1.4
9
8	Michigan	B10	3	2–1
1–0	127.6
7	97.9
97	.9545
8	58.6
16	49.7
172	11.0
9	16.0
229	17.6
323	35.1
250	11.9
332	22.2
22	54.2
42	53.7
268	44.3
27	26.1
29	36.3
120	27.5
47	61.9
242	+0.40
39
9	Butler
   6 seed, R32	BE	2	1–1
1–0	107.4
115	84.5
3	.9403
9	46.3
223	46.4
84	20.7
252	16.3
218	29.6
193	20.3
21	36.4
145	36.9
164	41.5
276	48.7
188	35.7
149	27.3
39	39.3
71	29.7
85	63.0
204	+0.36
42
10	Oklahoma
   3 seed, Sweet Sixteen	B12	3	2–1
1–0	111.2
75	87.6
9	.9399
10	43.2
282	43.7
37	14.8
65	15.3
250	36.4
55	27.4
102	30.1
236	29.7
89	41.3
279	45.0
105	31.6
209	27.3
39	31.1
222	31.4
112	63.5
186	+0.7
20
11	Kansas
   2 seed, R32	B12	4	2–2
0–1	106.3
135	84.3
2	.9347
11	44.6
263	41.5
17	21.5
270	17.1
183	31.6
141	32.1
196	49.1
38	37.0
166	45.5
214	45.1
108	27.7
271	21.0
6	22.2
318	26.4
31	67.9
59	+0.7
25
12	Gonzaga
   2 seed, Elite Eight	WCC	3	3–0
0–0	122.4
15	97.3
91	.9330
12	59.8
11	44.2
49	15.2
76	16.7
201	28.3
217	32.3
202	47.6
51	28.9
80	55.9
29	43.5
70	46.0
18	30.8
71	29.8
245	27.4
45	67.9
59	+1.0
14
13	Michigan St.
   7 seed, Final Four	B10	5	4–1
2–0	119.6
25	95.4
70	.9313
13	52.1
83	52.6
235	15.2
76	19.0
108	34.3
82	28.5
121	34.3
170	32.1
115	54.0
45	44.5
94	32.7
196	42.7
291	37.1
100	41.5
280	62.3
226	+2.1
4
14	Northern Iowa
   5 seed, R32	MVC	3	3–0
0–0	121.2
19	96.8
83	.9301
14	53.9
58	47.8
119	10.7
5	18.4
126	28.7
207	17.4
11	48.9
41	26.1
49	51.2
78	45.0
105	38.6
87	34.5
147	40.4
58	42.0
284	58.0
321	+0.7
19
15	Alabama	SEC	3	2–1
1–0	123.1
14	98.7
109	.9267
15	56.0
36	45.1
58	16.6
117	15.5
244	21.4
304	35.2
255	43.3
79	31.7
112	57.1
20	43.2
62	36.0
142	31.6
90	35.5
140	46.3
314	60.8
272	+0.16
60
16	Texas
   11 seed, R64	B12	3	2–1
1–0	116.8
34	93.7
48	.9263
16	48.2
181	46.6
86	17.2
144	13.8
286	40.8
19	27.3
98	30.1
236	20.0
10	48.5
136	40.2
18	31.7
207	44.7
305	36.8
109	23.8
16	58.1
319	+0.07
69
17	Cleveland St.	Horz	3	2–1
0–0	108.9
99	87.5
8	.9249
17	57.5
25	41.4
15	20.5
251	20.0
79	27.2
243	28.4
116	28.1
261	37.6
177	50.5
91	44.1
80	47.3
14	25.0
20	34.4
158	40.8
276	64.2
171	-0.46
117
18	South Dakota St.	Sum	4	3–1
0–0	113.1
51	91.3
30	.9215
18	51.3
99	43.2
28	14.7
62	18.0
149	30.0
180	26.8
92	34.0
176	42.7
234	44.9
222	44.9
103	40.0
62	26.8
36	42.0
44	37.3
225	67.5
70	-0.7
164
19	UCLA
   11 seed, Sweet Sixteen	P12	3	2–1
1–0	128.9
6	104.5
191	.9185
19	58.5
18	54.0
266	16.3
108	21.7
50	30.1
178	34.7
244	27.1
276	38.5
188	50.4
95	48.5
181	54.3
5	41.9
284	26.0
291	38.5
243	64.5
160	+0.14
62
20	Santa Clara	WCC	2	1–1
0–0	117.4
31	95.1
63	.9182
20	58.4
19	44.1
46	13.6
36	18.2
139	30.6
167	27.1
96	22.7
309	57.4
315	51.3
76	43.1
61	48.7
10	31.0
78	32.8
189	28.7
71	64.2
171	-0.36
105
21	Providence
   6 seed, R64	BE	4	2–2
1–1	113.6
49	92.2
34	.9165
21	44.8
256	46.7
88	16.9
130	18.4
126	37.7
43	26.1
76	40.2
107	34.3
139	42.5
264	41.4
34	33.9
177	36.5
199	27.1
275	39.9
263	64.6
153	+0.5
32
22	Virginia
   2 seed, R32	ACC	3	1–2
0–1	111.3
71	90.4
19	.9164
22	52.2
79	50.0
175	22.3
290	22.9
27	26.8
247	28.6
122	39.0
117	38.7
191	50.5
91	48.9
191	37.2
110	34.9
161	31.6
215	31.4
112	57.5
325	-0.09
81
23	Louisville
   4 seed, Elite Eight	ACC	3	1–2
1–1	110.1
92	89.5
12	.9154
23	44.8
256	53.4
253	18.7
193	19.2
104	33.0
106	25.3
58	29.3
246	37.0
166	47.8
152	51.5
241	25.5
295	38.3
231	31.1
222	32.2
124	63.1
201	+0.11
66
24	Iowa St.
   3 seed, R64	B12	4	4–0
1–0	123.2
12	100.2
129	.9152
24	52.4
76	47.4
107	10.7
5	20.0
79	25.4
264	35.7
260	33.6
182	30.8
106	49.4
119	43.5
70	39.4
76	36.3
193	31.0
224	35.2
181	64.7
149	+2.7
3
25	Cincinnati
   8 seed, R32	Amer	3	2–1
2–0	118.5
27	96.4
78	.9147
25	52.8
69	46.9
93	21.7
277	12.3
316	40.2
22	28.0
112	39.0
117	21.6
19	50.0
105	43.0
59	39.5
72	35.5
179	30.5
234	38.3
241	57.1
327	+0.06
71
Rk	Team	Conf	G	Rec	AdjOE	AdjDE	Barthag	Efg%	EfgD%	TOR	TORD	ORB	DRB	FTR	FTRD	2P%	2P%D	3P%	3P%D	3PR	3PRD	Adj T.	WAB
26	West Virginia
   5 seed, Sweet Sixteen	B12	2	1–1
1–0	129.7
5	106.7
213	.9043
26	54.8
45	60.3
323	21.2
262	19.6
91	42.2
7	32.0
192	45.7
60	46.4
270	52.5
62	58.1
312	38.6
87	42.9
292	41.9
47	36.1
205	65.8
117	+0.05
72
27	Arkansas
   5 seed, R32	SEC	5	3–2
1–1	118.9
26	97.9
96	.9034
27	47.1
209	49.5
170	17.6
155	20.3
73	38.5
35	39.2
310	37.6
134	44.2
252	48.8
130	44.3
86	28.9
255	41.3
276	30.5
234	29.2
81	67.1
80	+0.7
23
28	Florida	SEC	3	1–2
0–1	112.1
65	93.1
39	.8946
28	46.8
216	46.0
76	19.8
232	13.6
294	32.3
124	31.5
182	24.7
292	44.4
255	46.6
185	46.3
140	31.4
215	30.0
63	33.1
182	19.9
3	60.6
277	+0.29
49
29	Maryland
   4 seed, R32	B10	3	2–1
1–0	112.5
60	93.8
49	.8901
29	48.3
176	40.4
9	21.9
284	14.4
280	35.5
65	39.3
312	48.6
43	46.2
267	44.7
226	41.7
37	36.5
125	25.0
20	35.6
137	32.7
130	62.6
216	+0.6
28
30	Indiana
   10 seed, R64	B10	3	1–2
0–1	119.7
24	100.0
120	.8878
30	48.3
176	49.7
172	16.4
111	14.8
266	39.1
29	31.0
173	29.1
250	43.4
239	46.5
188	49.5
205	33.8
178	33.3
116	44.7
32	34.0
156	65.0
143	-0.6
147
31	George Washington	A10	5	4–1
2–0	111.2
74	93.1
41	.8850
31	48.9
161	44.0
43	14.4
50	17.3
173	35.0
72	30.3
159	39.9
110	37.2
171	43.8
246	40.3
19	40.5
56	35.0
164	30.2
237	30.1
94	62.1
232	-0.10
85
32	Vanderbilt	SEC	4	3–1
2–0	117.8
29	99.2
115	.8783
32	58.3
21	46.2
79	18.2
177	16.2
223	31.6
141	32.4
203	32.9
195	34.8
147	59.8
10	46.9
153	37.3
108	29.7
60	39.5
70	33.5
143	64.5
160	-0.01
79
33	Miami FL	ACC	5	4–1
2–0	117.1
32	98.8
112	.8756
33	51.0
104	53.3
247	14.1
40	16.8
195	32.9
109	24.8
55	40.2
107	30.1
96	42.6
261	53.2
261	44.8
23	35.6
181	34.0
167	36.6
211	61.6
252	+0.8
18
34	Stephen F. Austin
   12 seed, R64	Slnd	4	4–0
2–0	112.8
57	95.2
65	.8748
34	57.1
28	45.7
68	19.3
217	20.7
67	37.4
46	29.6
140	49.5
36	43.9
247	54.4
40	46.6
146	42.0
41	29.3
55	31.7
213	33.6
146	66.1
108	+0.7
21
35	Davidson
   10 seed, R64	A10	4	3–1
2–0	124.8
9	105.4
202	.8741
35	59.3
13	52.6
235	14.1
40	17.8
157	30.1
178	31.7
187	29.9
240	33.5
133	55.1
34	52.7
254	42.3
38	35.0
164	51.0
7	34.8
174	65.8
117	+0.33
46
36	Georgia St.
   14 seed, R32	SB	4	4–0
2–0	110.1
90	93.6
47	.8670
36	46.1
227	42.4
23	16.2
103	23.0
26	38.9
31	40.1
313	39.8
112	36.9
164	48.6
134	43.5
70	27.3
275	27.3
39	32.0
208	43.3
303	58.4
316	+0.8
15
37	Wyoming
   12 seed, R64	MWC	5	4–1
1–1	107.5
114	91.3
31	.8665
37	50.4
122	45.7
68	16.3
108	17.3
173	20.0
313	25.6
63	32.7
200	23.3
31	50.0
105	44.6
95	34.1
173	31.7
92	37.1
100	39.1
251	58.8
312	+0.8
17
38	Illinois St.	MVC	4	3–1
0–0	112.4
61	95.7
71	.8640
38	49.3
146	45.1
58	18.5
188	14.6
275	27.9
227	30.6
164	43.3
79	33.0
126	44.6
227	47.7
165	38.4
95	26.7
34	36.0
128	33.5
143	65.1
138	+0.7
24
39	Penn St.	B10	5	3–2
1–1	113.0
52	96.4
77	.8612
39	47.2
207	41.4
15	13.4
28	16.1
226	25.0
268	38.3
297	34.4
168	54.3
307	42.7
260	38.2
11	37.6
105	32.2
100	32.6
193	31.3
110	65.2
134	+0.6
30
40	Xavier
   6 seed, Sweet Sixteen	BE	4	3–1
1–0	110.5
82	94.4
53	.8595
40	49.0
157	51.8
217	18.8
200	18.4
126	28.8
206	25.8
69	45.0
62	45.2
261	51.1
80	52.1
249	29.5
246	34.1
138	30.2
237	41.2
278	62.9
207	+1.6
8
41	Iowa
   7 seed, R32	B10	2	1–1
1–0	106.0
138	90.8
26	.8547
41	38.9
317	45.9
74	14.2
46	18.2
139	40.7
20	15.4
7	40.2
107	38.8
192	37.7
317	38.1
9	27.5
273	40.0
260	34.2
163	35.7
194	65.1
138	-0.48
120
42	Belmont
   15 seed, R64	OVC	3	3–0
0–0	121.4
18	104.4
189	.8498
42	60.1
10	53.7
259	18.4
186	16.9
190	41.8
11	23.1
38	19.0
321	22.8
25	57.0
21	54.8
285	41.9
43	34.8
158	52.0
5	42.6
292	63.4
191	+0.7
22
43	SMU
   6 seed, R64	Amer	4	4–0
1–0	110.4
83	95.0
61	.8494
43	45.8
235	43.8
39	17.2
144	16.4
212	37.8
41	24.0
48	50.5
32	28.9
80	46.6
185	37.0
6	27.8
266	33.6
134	17.0
332	50.5
328	65.1
138	+1.3
13
44	Ohio	MAC	2	1–1
1–0	116.7
36	100.6
135	.8463
44	61.4
5	47.7
113	17.5
153	11.9
320	20.3
311	22.8
35	30.7
220	26.6
52	59.6
11	34.6
2	42.1
40	46.8
321	50.0
11	36.7
215	70.9
17	-0.7
155
45	San Diego St.
   8 seed, R32	MWC	5	4–1
2–0	103.9
163	89.6
14	.8453
45	46.4
222	43.6
36	10.9
7	19.3
98	28.3
217	26.3
82	26.2
282	25.5
41	43.6
250	37.6
8	36.1
139	38.4
232	27.0
277	30.0
91	57.4
326	+0.6
29
46	Creighton	BE	3	1–2
0–1	115.7
38	100.1
124	.8402
46	55.2
41	50.3
188	18.6
190	20.2
76	34.9
73	35.9
266	48.6
43	47.6
279	52.2
67	51.1
233	40.4
59	32.7
109	36.1
127	37.4
227	60.0
288	-0.7
165
47	Purdue
   9 seed, R64	B10	4	2–2
1–1	112.7
58	98.1
99	.8328
47	48.2
181	46.3
82	21.8
280	11.7
324	32.5
118	32.2
200	38.1
126	39.4
201	41.3
279	42.3
48	39.7
65	35.4
175	37.6
94	36.6
211	60.8
272	+0.38
41
48	Boise St.
   11 seed, R68	MWC	5	3–2
2–0	107.5
113	93.5
46	.8321
48	51.7
92	47.7
113	18.4
186	21.5
52	32.7
116	21.5
28	33.1
189	40.8
216	50.4
95	48.4
178	35.4
155	30.9
75	48.3
15	34.0
156	64.6
153	-0.5
129
49	Georgetown
   4 seed, R32	BE	3	2–1
1–0	107.9
107	93.9
51	.8311
49	47.9
185	52.7
238	17.2
144	23.6
17	28.6
208	33.3
218	60.7
8	38.1
184	47.8
152	49.0
194	32.0
205	40.4
270	35.7
133	32.0
118	62.1
232	+0.22
56
50	Wichita St.
   7 seed, Sweet Sixteen	MVC	2	1–1
0–0	106.6
128	92.9
38	.8300
50	47.2
207	44.1
46	14.5
55	25.6
7	32.3
124	35.0
248	24.1
295	34.0
135	52.7
57	40.6
23	23.5
307	36.0
189	31.5
217	26.6
36	59.5
300	-0.43
111
Rk	Team	Conf	G	Rec	AdjOE	AdjDE	Barthag	Efg%	EfgD%	TOR	TORD	ORB	DRB	FTR	FTRD	2P%	2P%D	3P%	3P%D	3PR	3PRD	Adj T.	WAB
51	Florida St.	ACC	3	2–1
1–0	103.4
170	90.2
18	.8268
51	50.4
122	45.0
57	25.8
320	20.0
79	29.1
198	32.0
192	54.6
17	31.4
110	49.4
119	43.4
68	34.9
158	32.6
108	33.1
182	28.9
77	67.9
59	+0.50
36
52	South Carolina	SEC	5	3–2
1–1	108.6
104	94.8
60	.8261
52	48.8
165	45.4
62	19.6
229	21.8
48	30.9
159	40.9
318	43.5
76	39.3
199	45.9
202	43.3
63	36.0
142	32.7
109	36.2
123	37.4
227	62.1
232	-0.10
83
53	N.C. State
   8 seed, Sweet Sixteen	ACC	3	2–1
1–0	116.8
35	102.0
156	.8251
53	48.8
165	48.5
139	13.0
22	13.0
306	33.0
106	32.1
196	32.7
200	33.3
130	48.1
147	47.9
169	33.3
181	33.3
116	35.7
133	30.4
96	61.9
242	+0.6
26
54	BYU
   11 seed, R68	WCC	4	2–2
0–0	117.8
30	102.9
163	.8247
54	54.5
49	52.7
238	17.6
155	12.1
317	27.5
237	25.9
71	43.3
79	41.4
222	47.7
155	50.0
209	45.0
22	39.7
255	34.6
155	27.9
60	73.0
7	+0.21
57
55	Utah
   5 seed, Sweet Sixteen	P12	4	2–2
1–1	114.5
43	100.2
128	.8230
55	55.5
39	50.2
186	19.3
217	14.8
266	35.7
61	23.0
37	37.8
130	35.1
149	49.2
122	46.0
133	43.2
33	39.7
255	40.3
60	31.2
108	59.4
303	-0.34
102
56	Arizona St.	P12	4	3–1
2–0	108.7
101	95.4
69	.8187
56	48.7
167	50.7
196	18.8
200	21.1
58	32.9
109	29.5
137	37.1
142	23.0
27	50.9
84	47.5
161	28.6
256	39.1
244	28.1
264	28.8
72	65.7
123	-0.31
98
57	Rhode Island	A10	4	3–1
1–0	102.6
186	90.0
17	.8186
57	47.5
196	42.8
25	17.6
155	18.7
116	26.7
249	27.5
103	47.7
49	41.7
226	44.4
232	47.5
161	37.1
111	21.4
7	27.9
265	30.4
96	70.6
21	-0.04
80
58	San Francisco	WCC	2	1–1
0–0	103.2
172	90.6
25	.8171
58	46.1
227	50.9
201	19.0
207	24.9
8	31.6
141	32.8
210	35.7
151	35.8
156	50.7
88	54.1
276	25.0
297	31.1
80	34.8
153	42.5
291	69.8
27	-0.10
84
59	Valparaiso
   13 seed, R64	Horz	2	2–0
0–0	102.0
194	89.6
13	.8166
59	42.9
285	37.5
1	14.1
40	16.7
201	30.8
163	32.4
203	40.8
102	28.8
79	42.9
254	40.5
21	28.6
256	20.0
4	35.7
133	28.8
72	58.2
318	+0.5
34
60	Akron	MAC	5	3–2
0–1	106.9
126	93.9
50	.8165
60	52.0
85	39.8
7	17.1
137	13.5
298	25.5
263	32.8
210	34.9
163	46.8
273	48.2
145	41.7
37	36.6
121	23.3
12	56.3
1	27.5
47	61.4
258	-0.7
169
61	Richmond	A10	4	3–1
2–0	107.6
111	94.7
59	.8135
61	54.3
52	45.7
68	15.7
89	21.4
55	21.2
305	32.4
203	35.7
151	28.6
74	57.2
19	46.0
133	31.0
222	30.0
63	27.6
269	31.8
116	64.5
160	-0.09
82
62	Boston College	ACC	3	2–1
1–0	114.1
45	100.6
136	.8098
62	52.9
65	47.6
110	12.8
20	14.3
283	15.6
329	35.1
250	40.9
100	26.6
52	51.1
80	48.9
191	37.1
111	28.9
54	40.3
60	24.5
19	62.6
216	+0.31
48
63	Oklahoma St.
   9 seed, R64	B12	3	1–2
1–1	120.4
23	106.2
209	.8090
63	53.1
63	48.1
125	16.5
115	16.0
229	26.0
258	38.2
294	30.2
235	50.3
299	47.0
176	44.3
86	42.4
37	38.6
235	37.1
100	27.7
55	61.0
268	-0.26
92
64	Kent St.	MAC	3	2–1
1–0	120.5
22	106.5
211	.8059
64	47.8
188	48.4
135	9.3
1	12.8
310	34.0
88	29.8
145	42.9
84	41.4
222	45.8
207	41.8
40	34.7
162	37.0
211	31.4
218	48.0
320	58.9
310	-0.5
127
65	Texas Tech	B12	2	0–2
0–1	123.2
13	109.6
247	.7942
65	58.1
22	55.9
286	19.1
210	18.2
139	33.3
96	43.6
323	29.3
246	37.6
177	47.3
169	59.7
321	60.0
1	33.3
116	25.3
299	38.6
244	60.1
284	-0.6
131
66	Oregon
   8 seed, R32	P12	4	3–1
1–0	117.0
33	104.1
182	.7917
66	50.7
117	53.3
247	16.4
111	18.3
135	24.0
280	35.1
250	33.5
183	32.2
116	50.4
95	54.1
276	34.2
170	34.6
153	35.3
143	35.7
194	67.0
84	+1.4
10
67	St. Bonaventure	A10	4	3–1
2–0	104.0
161	92.9
37	.7866
67	50.8
113	40.2
8	21.0
260	18.2
139	31.1
152	27.3
98	39.5
114	39.2
197	53.1
55	42.3
48	29.8
243	23.9
14	28.5
262	32.1
121	63.8
179	-0.17
87
68	Ohio St.
   10 seed, R32	B10	4	2–2
1–1	108.6
103	97.6
93	.7740
68	46.3
223	51.9
221	16.9
130	15.8
235	30.5
170	30.1
156	44.7
67	25.1
38	47.0
176	55.1
289	30.0
237	30.4
69	32.0
208	33.6
146	67.1
80	+0.5
35
69	Marquette	BE	4	2–2
1–1	100.3
211	90.4
20	.7689
69	47.8
188	48.9
150	23.0
297	18.2
139	33.1
103	30.8
168	38.2
124	20.4
13	44.6
227	41.3
33	34.9
158	40.2
267	40.7
56	40.0
265	61.8
246	-0.32
100
70	Colorado	P12	5	3–2
1–1	115.8
37	104.4
187	.7687
70	52.9
65	52.7
238	18.5
188	14.5
277	41.4
15	25.7
66	31.4
213	30.3
99	57.9
17	50.8
223	26.2
286	37.2
213	26.9
281	37.7
233	67.5
70	-0.5
128
71	VCU
   7 seed, R64	A10	6	5–1
1–1	107.1
121	96.5
82	.7670
71	47.3
204	53.4
253	18.3
181	21.1
58	34.1
86	27.0
95	42.6
85	35.2
150	42.9
254	52.5
252	36.1
139	36.8
205	39.3
71	34.2
163	66.2
105	+1.3
12
72	Auburn	SEC	5	3–2
0–1	107.4
116	97.0
86	.7627
72	45.4
247	51.9
221	15.9
92	22.8
29	23.2
289	26.4
85	61.5
7	58.3
316	39.4
300	51.8
244	36.2
135	34.7
156	40.4
58	30.0
91	67.4
73	+0.42
38
73	Georgia
   10 seed, R64	SEC	3	2–1
1–0	106.3
134	96.0
74	.7625
73	47.8
188	44.5
52	19.5
223	15.7
238	31.4
146	28.4
116	52.9
21	32.3
117	43.7
248	42.2
47	40.0
62	32.3
101	25.4
298	37.8
234	59.1
306	+0.36
43
74	Vermont	AE	3	2–1
0–0	111.4
69	100.7
142	.7616
74	56.2
34	44.3
50	14.6
57	18.4
126	23.4
286	28.4
116	43.8
71	33.0
126	53.7
50	45.8
123	40.7
54	27.6
46	33.3
175	33.0
135	67.3
76	-0.9
218
75	La Salle	A10	4	2–2
1–1	100.2
215	90.6
23	.7605
75	46.9
213	43.5
35	19.9
234	16.8
195	31.2
151	30.9
171	32.9
195	32.9
124	42.0
268	39.1
16	37.3
108	33.3
116	35.2
146	40.3
273	63.3
196	-0.7
154
Rk	Team	Conf	G	Rec	AdjOE	AdjDE	Barthag	Efg%	EfgD%	TOR	TORD	ORB	DRB	FTR	FTRD	2P%	2P%D	3P%	3P%D	3PR	3PRD	Adj T.	WAB
76	Loyola Chicago	MVC	3	2–1
0–0	104.6
155	94.6
58	.7596
76	56.9
31	48.9
150	20.9
258	19.3
98	17.9
320	21.5
28	37.7
132	42.6
232	54.9
35	45.8
123	40.4
59	34.8
158	34.1
166	48.9
323	63.5
186	-0.14
86
77	Old Dominion	CUSA	4	3–1
2–0	102.7
183	93.2
42	.7540
77	49.1
150	47.0
98	17.1
137	26.1
5	37.0
47	28.0
112	23.3
304	39.0
195	48.4
141	41.2
32	33.8
178	36.3
193	30.6
229	44.0
308	60.2
282	-0.7
162
78	Evansville	MVC	2	1–1
0–0	110.3
86	100.2
127	.7507
78	52.8
69	55.6
283	16.4
111	18.6
119	24.2
277	18.2
13	42.2
88	41.1
219	47.5
165	50.8
223	44.8
23	41.3
276	26.6
284	43.0
296	69.7
28	-0.6
133
79	Yale	Ivy	3	1–2
1–1	105.5
143	95.9
73	.7491
79	48.9
161	42.2
21	22.7
294	15.7
238	35.7
61	30.8
168	37.5
135	27.5
62	47.3
169	46.4
142	34.9
158	22.0
9	31.6
215	31.3
110	59.8
295	-1.0
257
80	Temple	Amer	5	4–1
2–0	110.4
84	100.5
133	.7453
80	44.7
260	46.6
86	11.1
13	16.6
208	31.6
141	33.5
225	40.4
103	31.5
111	44.5
229	45.7
120	30.0
237	32.3
101	37.7
93	31.8
116	66.0
111	+0.33
45
81	Buffalo
   12 seed, R64	MAC	3	3–0
1–0	109.7
94	100.0
122	.7432
81	48.9
161	50.0
175	14.7
62	17.5
168	34.1
86	25.2
57	50.3
34	37.1
169	44.3
234	50.5
219	39.0
81	32.8
114	32.6
193	39.4
256	71.4
12	+0.8
16
82	TCU	B12	4	1–3
0–2	114.1
46	104.1
181	.7420
82	47.5
196	53.0
242	19.1
210	16.8
195	36.8
48	35.2
255	43.4
77	48.1
283	46.5
188	48.5
181	34.0
174	46.7
319	21.5
321	21.0
6	64.4
168	-0.8
197
83	Saint Peter's	MAAC	3	2–1
0–0	98.5
236	89.9
16	.7410
83	48.9
161	38.5
4	23.5
300	21.9
41	33.7
93	32.1
196	51.5
28	40.1
