Rk	Team	Conf	G	Rec	AdjOE	AdjDE	Barthag	EFG%	EFGD%	TOR	TORD	ORB	DRB	FTR	FTRD	2P%	2P%D	3P%	3P%D	3PR	3PRD	Adj T.	WAB
1	Auburn
   4 seed, R64	SEC	4	4–0
1–0	122.9
18	87.2
6	.9811
1	57.0
26	39.9
10	14.9
113	16.0
173	27.1
187	34.1
276	35.2
128	45.3
296	55.5
55	42.0
27	40.0
43	22.6
6	32.8
254	25.5
18	71.9
44	+1.8
5
2	Connecticut
   1 seed, CHAMPS	BE	5	5–0
2–0	129.6
3	92.0
25	.9809
2	57.3
20	45.4
48	14.3
95	14.0
242	31.1
111	25.9
105	25.6
251	25.1
70	54.7
70	42.7
33	40.8
35	33.7
167	39.9
119	34.3
115	65.5
245	+3.3
1
3	Houston
   1 seed, Sweet Sixteen	B12	5	4–1
2–0	113.6
74	81.7
3	.9778
3	48.1
218	40.5
11	16.7
168	24.9
9	32.6
85	35.4
292	22.4
277	38.1
239	45.7
258	42.0
27	34.1
155	25.3
28	43.4
66	37.0
171	62.9
302	+1.8
6
4	Iowa St.
   2 seed, Sweet Sixteen	B12	5	4–1
1–1	113.8
70	82.1
4	.9771
4	49.3
192	42.3
19	12.5
45	23.4
14	23.4
257	34.6
285	33.2
154	31.3
154	48.4
194	45.2
69	34.1
155	25.6
29	32.2
263	43.0
267	66.6
199	+1.9
4
5	Saint Mary's
   5 seed, R64	WCC	2	2–0
0–0	122.5
20	92.6
30	.9616
5	57.5
18	50.0
158	18.4
220	12.0
301	39.7
12	17.7
15	37.4
99	24.3
59	57.4
26	48.8
142	38.5
69	36.0
212	36.4
179	23.4
9	61.1
328	+0.9
21
6	Texas A&M
   9 seed, R32	SEC	5	4–1
2–0	128.1
4	97.1
71	.9606
6	51.6
126	54.7
270	13.4
64	16.5
155	41.8
7	23.8
72	42.0
60	35.1
209	47.5
218	55.1
273	39.1
62	36.2
218	36.1
186	49.0
321	68.9
123	+1.4
9
7	Texas Tech
   6 seed, R64	B12	3	2–1
1–0	119.0
35	90.7
19	.9577
7	51.9
111	49.7
152	20.9
299	13.2
276	29.5
133	24.1
75	47.1
27	23.8
56	48.9
180	55.4
279	37.7
84	28.6
58	39.4
129	45.4
292	70.0
93	+0.9
20
8	Nebraska
   8 seed, R64	B10	3	2–1
1–0	124.8
11	95.2
44	.9574
8	58.9
11	47.4
85	12.2
35	13.5
264	22.2
273	26.3
109	34.9
136	29.2
114	62.3
8	46.4
97	36.3
109	32.5
144	43.0
73	42.6
258	72.8
28	+0.39
35
9	Purdue
   1 seed, Finals	B10	3	2–1
1–0	118.5
38	91.0
23	.9540
9	51.3
142	46.2
59	20.2
287	12.8
286	35.4
49	29.2
184	51.0
15	17.8
14	47.7
211	54.5
263	39.6
53	21.6
3	30.6
280	37.6
179	67.5
167	+0.6
24
10	New Mexico
   11 seed, R64	MWC	6	5–1
1–1	116.2
53	89.6
11	.9520
10	48.4
213	42.8
24	12.3
39	17.6
113	36.4
33	26.7
118	25.6
251	30.7
147	48.9
180	46.2
90	31.4
207	25.6
29	29.4
296	43.9
277	71.1
63	+1.3
12
11	Wisconsin
   5 seed, R64	B10	6	4–2
1–1	124.9
9	96.4
61	.9517
11	53.2
78	51.2
189	13.7
74	18.9
76	30.6
118	28.4
163	26.3
242	38.3
243	50.9
133	48.8
142	38.0
83	37.2
241	38.2
150	34.7
121	67.3
174	+1.5
8
12	North Carolina
   1 seed, Sweet Sixteen	ACC	4	3–1
1–0	122.4
21	95.3
45	.9470
12	51.4
134	49.8
155	15.2
123	12.0
301	36.1
39	17.6
13	31.5
187	32.5
171	51.8
114	48.4
131	33.7
162	35.0
190	33.9
235	33.8
106	70.5
76	+1.2
14
13	Pittsburgh	ACC	3	2–1
1–0	124.5
12	97.0
68	.9465
